id,nbSons,enonce,rang,nomenclature,origine,origineAnnexe,couleur,musicalite,geometrie
1186,6,101000101110,176-2,Non-classé,—,—,#66ccff,"TRP
OMN","HET
ORT"
1187,6,101010001011,176-3,Non-classé,—,—,#66ccff,"TRP
OMN
ATR","HET
"
1188,6,101110101000,176-4,Non-classé,—,—,#66ccff,"TRP
OMN","HET
"
1189,6,110101000101,176-5,Non-classé,—,—,#66ccff,"TRP
HIS
OMN
ATR","HET
"
1190,6,111010100010,176-6,Non-classé,—,—,#66ccff,"TRP
OMN","HET
"
1191,6,100011100110,177-1,Non-classé,—,—,#66ccff,OMN,HET
1192,6,100110100011,177-2,Non-classé,—,—,#66ccff,OMN,HET
1193,6,101000111001,177-3,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","HET
ORT"
1194,6,110011010001,177-4,Hexarelatif III-C,mode extrapolé (harmonie),Gammes / modes extrapolés ,#66ccff,"QUI
TONM
ORI
OMN
ATR","HET
"
1195,6,110100011100,177-5,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR","HET
"
1196,6,111001101000,177-6,Non-classé,—,—,#66ccff,OMN,HET
1197,6,100011101001,178-1,Non-classé,—,—,#FF0000 ,"CAD
OMN",HET
1198,6,100110001110,178-2,Non-classé,—,—,#FF0000 ,"CAD
OMN
ATR",HET
1199,6,101001100011,178-3,Non-classé,—,—,#FF0000 ,"CAD
OMN",HET
1200,6,110001110100,178-4,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN",HET
1201,6,110100110001,178-5,Non-classé,—,—,#FF0000 ,"QUI
TONm
CAD
OMN",HET
1202,6,111010011000,178-6,Non-classé,—,—,#FF0000 ,"QUI
TONM
CAD
OMN
ATR",HET
1203,6,100010111001,179-1,Paraj ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#FF0000 ,"QUI
TONM
OMN
","HET
ORT"
1204,6,100110001011,179-2,"7(9b,9#,11,13b) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 ,"OMN
ATR","HET
"
1205,6,100110001011,179-2,Non-classé,—,—,#FF0000 ,"OMN
ATR","HET
"
1206,6,101110011000,179-3,Non-classé,—,—,#FF0000 ,"QUI
TONM
TONm 
BIN
OMN
ATR","HET
"
1207,6,110001011100,179-4,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN
ATR","HET
"
1208,6,110011000101,179-5,Non-classé,—,—,#FF0000 ,"ORI
OMN
ATR","HET
"
1209,6,111001100010,179-6,Non-classé,—,—,#FF0000 ,OMN,HET
1210,6,100011001110,180-1,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1211,6,100111010001,180-2,Non-classé,—,—,#66ccff,"QUI
TONM
TONm 
BIN
OMN
ATR","HET
"
1212,6,101000110011,180-3,Non-classé,—,—,#66ccff,"QUI
NEU 
OMN","HET
ORT"
1213,6,110011101000,180-4,Non-classé,—,—,#66ccff,"ORI
OMN","HET
"
1214,6,110100011001,180-5,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR","HET
"
1215,6,111010001100,180-6,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1216,6,100001101101,181-1,"7(9#,11#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"TRP
OMN","TRS
ORT"
1217,6,100001101101,181-1,Non-classé,—,—,#FF0000 ,"TRP
OMN","TRS
ORT"
1218,6,101100001101,181-2,Non-classé,­—,—,#FF0000 ,"TRP
OMN
ATR",TRS
1219,6,101101100001,181-3,Non-classé,­—,—,#FF0000 ,"TRP
OMN",TRS
1220,6,110000110110,181-4,Non-classé,­—,—,#FF0000 ,"QUI
NEU
TRP
OMN","TRS
ORT"
1221,6,110110000110,181-5,"7(9b,9#,13) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"TRP
OMN
ATR","TRS
"
1222,6,110110110000,181-6,"7(9#,11#,13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"QUI
TONM
TONm
TRP
BIN
OMN","TRS
"
1223,6,110110110000,181-6,Hexabinaire F,mode moderne occidental,Gammes / modes modernes,#FF0000 ,"QUI
TONM
TONm
TRP
BIN
OMN","TRS
"
1224,6,110110110000,181-6,Hexacorde diminué,mode moderne occidental,Gammes / modes modernes,#FF0000 ,"QUI
TONM
TONm
TRP
BIN
OMN","TRS
"
1225,6,100010011011,182-1,Non-classé,—,—,#FF0000 ,"QUI
TONM
TRP
OMN
ATR",HET
1226,6,100110111000,182-2,Non-classé,—,—,#FF0000 ,"QUI
TONM
TONm
TRP
BIN
OMN",HET
1227,6,101110001001,182-3,Non-classé,—,—,#FF0000 ,"TRP
OMN
ATR",HET
1228,6,110001001101,182-4,Non-classé,—,—,#FF0000 ,"TRP
OMN
ATR",HET
1229,6,110111000100,182-5,Non-classé,—,—,#FF0000 ,"TRP
OMN
ATR",HET
1230,6,111000100110,182-6,Non-classé,—,—,#FF0000 ,"TRP
OMN",HET
1231,6,100011011100,183-1,Non-classé,—,—,#66ccff,"QUI
TONM
ATR",HET
1232,6,100100011011,183-2,Non-classé,—,—,#66ccff,"QUI
TONm
ATR",HET
1233,6,101110010001,183-3,Non-classé,—,—,#66ccff,"QUI
TONM
TONm 
BIN
ATR",HET
1234,6,110010001101,183-4,Non-classé,—,—,#66ccff,ATR,HET
1235,6,110111001000,183-5,Non-classé,—,—,#66ccff,ATR,HET
1236,6,111001000110,183-6,Non-classé,—,—,#66ccff,ATR,HET
1237,6,100011101100,184-1,Non-classé,—,—,#66ccff,"TRP
OMN",HET
1238,6,100100011101,184-2,Non-classé,—,—,#66ccff,"QUI
TONm
TRP
OMN
ATR",HET
1239,6,101100100011,184-3,Non-classé,—,—,#66ccff,"TRP
OMN",HET
1240,6,110010001110,184-4,Non-classé,—,—,#66ccff,"TRP
OMN
ATR",HET
1241,6,110110010001,184-5,Non-classé,—,—,#66ccff,"QUI
TONM
TONm
TRP
BIN
OMN
ATR",HET
1242,6,111011001000,184-6,Non-classé,—,—,#66ccff,"TRP
OMN
ATR",HET
1243,6,100010011101,185-1,Non-classé,—,—,#FF0000 ,"QUI
TONM
ATR",HET
1244,6,100111011000,185-2,Non-classé,—,—,#FF0000 ,"QUI
TONM
TONm 
BIN
ATR",HET
1245,6,101100010011,185-3,Non-classé,—,—,#FF0000 ,"QUI
TONm
ATR",HET
1246,6,110001001110,185-4,Non-classé,—,—,#FF0000 ,ATR,HET
1247,6,110110001001,185-5,Non-classé,—,—,#FF0000 ,ATR,HET
1248,6,111011000100,185-6,Non-classé,—,—,#FF0000 ,ATR,HET
1249,6,100001101011,186-1,Non-classé,—,—,#66ccff,"CAD
OMN","HET
ORT"
1250,6,101011100001,186-2,Non-classé,—,—,#66ccff,"CAD
OMN","HET
"
1251,6,101110000110,186-3,Non-classé,—,—,#66ccff,"CAD
OMN
ATR","HET
"
1252,6,110000110101,186-4,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN","HET
ORT"
1253,6,110101110000,186-5,Non-classé,—,—,#66ccff,"QUI
TONm
CAD
HIS
OMN","HET
"
1254,6,111000011010,186-6,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN
ATR","HET
"
1255,6,100001110101,187-1,"7(9#,11,13) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#66ccff,"QUI
NEU
CAD
OMN","HET
"
1256,6,100001110101,187-1,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN","HET
"
1257,6,101011000011,187-2,Non-classé,—,—,#66ccff,"CAD
OMN
ATR","HET
"
1258,6,101100001110,187-3,Non-classé,—,—,#66ccff,"CAD
OMN
ATR","HET
"
1259,6,110000111010,187-4,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN","HET
ORT"
1260,6,110101100001,187-5,Non-classé,—,—,#66ccff,"CAD
HIS
OMN","HET
"
1261,6,111010110000,187-6,Non-classé,—,—,#66ccff,"QUI
TONM
CAD
OMN","HET
ORT"
1262,6,100100100111,188-1,Non-classé,—,—,#66ccff,"TRP
OMN","TRS
ORT"
1263,6,100100111100,188-2,Non-classé,—,—,#66ccff,"QUI
TONm
TRP
OMN","TRS
ORT"
1264,6,100111100100,188-3,Non-classé,—,—,#66ccff,"TRP
OMN",TRS
1265,6,110010010011,188-4,Hexarelatif III-A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#66ccff,"QUI
TONM
TRP
OMN
ATR",TRS
1266,6,111001001001,188-5,Non-classé,—,—,#66ccff,"TRP
OMN
ATR","TRS
"
1267,6,111100100100,188-6,Non-classé,—,—,#66ccff,"TRP
OMN","TRS
"
1268,6,100010100111,189-1,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
ORT"
1269,6,100111100010,189-2,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
"
1270,6,101001111000,189-3,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN","HET
"
1271,6,110001010011,189-4,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN
ATR","HET
"
1272,6,111000101001,189-5,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
"
1273,6,111100010100,189-6,Non-classé,—,—,#FF0000 ,"QUI
TONm
CAD
OMN
ATR","HET
"
1274,6,100011110010,190-1,Non-classé,—,—,#FF0000 ,"QUI
TONM
CAD
OMN","HET
"
1275,6,100101000111,190-2,Non-classé,—,—,#FF0000 ,"CAD
OMN
ATR","HET
"
1276,6,101000111100,190-3,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN","HET
ORT"
1277,6,110010100011,190-4,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
"
1278,6,111001010001,190-5,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN
ATR","HET
"
1279,6,111100101000,190-6,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
"
1280,6,100001011011,191-1,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","HET
"
1281,6,101101110000,191-2,Non-classé,—,—,#66ccff,"QUI
TONm
OMN","HET
"
1282,6,101110000101,191-3,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1283,6,110000101101,191-4,Non-classé,—,—,#66ccff,OMN,"HET
ORT"
1284,6,110111000010,191-5,"7(9b,9#,11) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#66ccff,"OMN
ATR","HET
"
1285,6,111000010110,191-6,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","HET
"
1286,6,100011100011,"192-1
192-4",Bitonal suspendu,mode extrapolé (harmonie),Gammes / modes extrapolés ,bicolore,"ATL
ISO",—
1287,6,110001110001,"192-2
192-5",Semichromatique majeur,mode moderne occidental,Gammes / modes modernes,bicolore,"QUI
NEU
ATL
ISO
PAL",—
1288,6,111000111000,"192-3
192-6",Non-classé,—,—,bicolore,"QUI
NEU
ATL
ISO",—
1289,6,100001011101,193-1,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
TRP
OMN
ATR","HET
"
1290,6,101100001011,193-2,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN
ATR","HET
"
1291,6,101110110000,193-3,Hexabinaire E,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FF0000 ,"QUI
TONM
TONm
CAD
TRP
BIN
OMN","HET
"
1292,6,110000101110,193-4,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN","HET
ORT"
1293,6,110110000101,193-5,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN
ATR","HET
"
1294,6,111011000010,193-6,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN
ATR","HET
"
1295,6,100001110110,194-1,"7(9#,11,13b) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#66ccff,"QUI
NEU
OMN","HET
"
1296,6,100001110110,194-1,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","HET
"
1297,6,101000011101,194-2,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","HET
"
1298,6,101101000011,194-3,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1299,6,110100001110,194-4,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1300,6,110110100001,194-5,Non-classé,—,—,#66ccff,OMN,HET
1301,6,111011010000,194-6,Non-classé,—,—,#66ccff,"QUI
TONM
OMN
ATR","HET
ORT"
1302,6,100010010111,195-1,Non-classé,—,—,#FF0000 ,"QUI
TONM
OMN
ATR",HET
1303,6,100101111000,195-2,Non-classé,—,—,#FF0000 ,"QUI
TONm
OMN",HET
1304,6,101111000100,195-3,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1305,6,110001001011,195-4,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1306,6,111000100101,195-5,Non-classé,—,—,#FF0000 ,OMN,HET
1307,6,111100010010,195-6,Non-classé,—,—,#FF0000 ,"QUI
TONm
OMN
ATR",HET
1308,6,100001101110,196-1,"7(9#,11#,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"CAD
TRP
OMN","HET
ORT"
1309,6,100001101110,196-1,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN","HET
ORT"
1310,6,101000011011,196-2,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
TRP
OMN
ATR","HET
"
1311,6,101110100001,196-3,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN","HET
"
1312,6,110100001101,196-4,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN
ATR","HET
"
1313,6,110111010000,196-5,Hexabinaire D,mode moderne occidental,Gammes / modes modernes,#FF0000 ,"QUI
TONM
TONm
CAD
TRP
BIN
OMN
ATR","HET
"
1314,6,111010000110,196-6,Non-classé,—,—,#FF0000 ,"CAD
TRP
OMN
ATR","HET
"
1315,6,100011110100,197-1,Non-classé,—,—,#FF0000 ,"QUI
TONM
OMN",HET
1316,6,100100011110,197-2,Non-classé,—,—,#FF0000 ,"QUI
TONm
OMN
ATR",HET
1317,6,101001000111,197-3,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1318,6,110100100011,197-4,Non-classé,—,—,#FF0000 ,OMN,HET
1319,6,111010010001,197-5,Non-classé,—,—,#FF0000 ,"QUI
TONM
OMN
ATR",HET
1320,6,111101001000,197-6,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1321,6,100010111100,198-1,Hexarelatif VI-A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#66ccff,"QUI
TONM
OMN","HET
ORT"
1322,6,100100010111,198-2,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR","HET
"
1323,6,101111001000,198-3,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1324,6,110010001011,198-4,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1325,6,111001000101,198-5,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1326,6,111100100010,198-6,Non-classé,—,—,#66ccff,OMN,"HET
"
1327,6,100001110011,199-1,Non-classé,—,—,#66ccff,"QUI
NEU
OMN",TRS
1328,6,100111000011,199-2,Non-classé,—,—,#66ccff,"OMN
ATR",TRS
1329,6,110000111001,199-3,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","TRS
ORT"
1330,6,110011100001,199-4,Non-classé,—,—,#66ccff,"ORI
OMN",TRS
1331,6,111000011100,199-5,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","TRS
"
1332,6,111001110000,199-6,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","TRS
"
1333,6,100010011110,200-1,Hexarelatif VI-B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#66ccff,"QUI
TONM
OMN
ATR","HET
"
1334,6,100111101000,200-2,Non-classé,—,—,#66ccff,OMN,HET
1335,6,101000100111,200-3,Non-classé,—,—,#66ccff,OMN,"HET
ORT"
1336,6,110100010011,200-4,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR","HET
"
1337,6,111010001001,200-5,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1338,6,111101000100,200-6,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1339,6,100011000111,201-1,Non-classé,—,—,#FF0000 ,"OMN
ATR",TRS
1340,6,100011110001,201-2,Hexarelatif III-B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FF0000 ,"QUI
TONM
OMN",TRS
1341,6,110001100011,201-3,Non-classé,—,—,#FF0000 ,OMN,TRS
1342,6,110001111000,201-4,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN",TRS
1343,6,111000110001,201-5,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN",TRS
1344,6,111100011000,201-6,Non-classé,—,—,#FF0000 ,"QUI
TONm
OMN
ATR",TRS
1345,6,100001010111,202-1,Non-classé,—,—,#FF0000 ,"QUI
NEU 
OMN
ATR","HET
"
1346,6,101011110000,202-2,Non-classé,—,—,#FF0000 ,"QUI
TONM
OMN","HET
"
1347,6,101111000010,202-3,Non-classé,—,—,#FF0000 ,"OMN
ATR","HET
"
1348,6,110000101011,202-4,Non-classé,—,—,#FF0000 ,OMN,"HET
ORT"
1349,6,111000010101,202-5,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN
ATR","HET
"
1350,6,111100001010,202-6,Non-classé,—,—,#FF0000 ,"OMN
ATR","HET
"
1351,6,100001111010,203-1,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","HET
"
1352,6,101000011110,203-2,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","HET
"
1353,6,101010000111,203-3,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1354,6,110101000011,203-4,Non-classé,—,—,#66ccff,"HIS
OMN
ATR","HET
"
1355,6,111010100001,203-5,Non-classé,—,—,#66ccff,OMN,HET
1356,6,111101010000,203-6,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR","HET
ORT"
1357,6,100001100111,204-1,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
ORT"
1358,6,100111100001,204-2,Non-classé,—,—,#FF0000 ,"CAD
OMN","HET
"
1359,6,110000110011,204-3,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN","HET
ORT"
1360,6,110011110000,204-4,Non-classé,—,—,#FF0000 ,"QUI
TONM
CAD
ORI
OMN","HET
"
1361,6,111000011001,204-5,Non-classé,—,—,#FF0000 ,"QUI
NEU
CAD
OMN
ATR","HET
"
1362,6,111100001100,204-6,Non-classé,—,—,#FF0000 ,"CAD
OMN
ATR","HET
"
1363,6,100001111001,205-1,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN","HET
"
1364,6,100110000111,205-2,Non-classé,—,—,#66ccff,"CAD
OMN
ATR","HET
"
1365,6,110000111100,205-3,Non-classé,—,—,#66ccff,"QUI
NEU
CAD
OMN","HET
ORT"
1366,6,110011000011,205-4,Non-classé,—,—,#66ccff,"CAD
ORI
OMN
ATR","HET
"
1367,6,111001100001,205-5,Non-classé,—,—,#66ccff,"CAD
OMN","HET
"
1368,6,111100110000,205-6,Non-classé,—,—,#66ccff,"QUI
TONm
CAD
OMN","HET
ORT"
1369,6,100001011110,206-1,Non-classé,—,—,bicolore,"QUI
NEU 
ATR
ISO","TRS
"
1370,6,101000010111,206-2,Non-classé,—,—,bicolore,"QUI
NEU 
ATR
ISO","TRS
"
1371,6,101111010000,206-3,Hexabinaire C,mode moderne occidental,Gammes / modes modernes,bicolore,"QUI
TONM
TONm 
BIN
ATR
ISO","TRS
"
1372,6,101111010000,206-3,Hexachromatique majeur,mode moderne occidental,Gammes / modes modernes,bicolore,"QUI
TONM
TONm 
BIN
ATR
ISO","TRS
"
1373,6,110100001011,206-4,Non-classé,—,—,bicolore,"ATR
ISO","TRS
"
1374,6,111010000101,206-5,Non-classé,—,—,bicolore,"ATR
ISO","TRS
"
1375,6,111101000010,206-6,Non-classé,—,—,bicolore,"ATR
ISO","TRS
"
1376,6,100000111011,207-1,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN",TRS
1377,6,101110000011,207-2,Non-classé,—,—,#FF0000 ,"OMN
ATR",TRS
1378,6,110000011101,207-3,Non-classé,—,—,#FF0000 ,"QUI
OMN
ATR",TRS
1379,6,110111000001,207-4,Non-classé,—,—,#FF0000 ,"OMN
ATR",TRS
1380,6,111000001110,207-5,Non-classé,—,—,#FF0000 ,"OMN
ATR",TRS
1381,6,111011100000,207-6,Non-classé,—,—,#FF0000 ,OMN,TRS
1382,6,100000110111,208-1,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN",HET
1383,6,101111000001,208-2,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1384,6,110000011011,208-3,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN
ATR",HET
1385,6,110111100000,208-4,Non-classé,—,—,#FF0000 ,OMN,HET
1386,6,111000001101,208-5,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1387,6,111100000110,208-6,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1388,6,100010001111,209-1,Non-classé,—,—,#66ccff,"OMN
ATR",—
1389,6,100011111000,209-2,Umbrella A,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés,#66ccff,"QUI
TONM
PAL
OMN",—
1390,6,100011111000,209-2,Hexachristophe A,mode extrapolé (harmonie),Gammes / modes extrapolés,#66ccff,"QUI
TONM
PAL
OMN",—
1391,6,110001000111,209-3,Non-classé,—,—,#66ccff,"OMN
ATR",—
1392,6,111000100011,209-4,Smaragdos chromatique,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés ,#66ccff,"PAL
OMN",—
1393,6,111100010001,209-5,Non-classé,—,—,#66ccff,"QUI
TONm
OMN
ATR",—
1394,6,111110001000,209-6,Non-classé,—,—,#66ccff,"OMN
ATR",—
1395,6,100000111101,210-1,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN",HET
1396,6,101100000111,210-2,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1397,6,110000011110,210-3,Non-classé,—,—,#FF0000 ,"QUI
NEU
OMN
ATR",HET
1398,6,110110000011,210-4,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1399,6,111011000001,210-5,Non-classé,—,—,#FF0000 ,"OMN
ATR",HET
1400,6,111101100000,210-6,Non-classé,—,—,#FF0000 ,OMN,HET
1401,6,100001001111,211-1,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1402,6,100111110000,211-2,Hexabinaire B,mode moderne occidental,Gammes / modes modernes,#66ccff,"QUI
TONM
TONm
NEU
BIN
OMN","HET
"
1403,6,110000100111,211-3,Non-classé,—,—,#66ccff,OMN,"HET
ORT"
1404,6,111000010011,211-4,Non-classé,—,—,#66ccff,"QUI
NEU
OMN
ATR","HET
"
1405,6,111100001001,211-5,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1406,6,111110000100,211-6,Hexablues,mode moderne occidental,Gammes / modes modernes,#66ccff,"OMN
ATR","HET
"
1407,6,111110000100,211-6,Hexacorde blues majeur,mode moderne occidental,Gammes / modes modernes,#66ccff,"OMN
ATR","HET
"
1408,6,100001111100,212-1,Non-classé,—,—,#66ccff,"QUI
NEU
OMN","HET
"
1409,6,100100001111,212-2,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1410,6,110010000111,212-3,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1411,6,111001000011,212-4,Non-classé,—,—,#66ccff,"OMN
ATR","HET
"
1412,6,111100100001,212-5,Non-classé,—,—,#66ccff,OMN,HET
1413,6,111110010000,212-6,Hexabinaire A,mode moderne occidental,Gammes / modes modernes,#66ccff,"QUI
TONM
TONm
NEU
BIN
OMN
ATR","HET
ORT"
1414,7,101010110101,213-1,"7M(9,11#,13) • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#3e66ac,"QUI
TONM
IDÉ
OMN",—
1415,7,101010110101,213-1,Lydien,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONM
IDÉ
OMN",—
1416,7,101010110101,213-1,Hyperelatif,mode extrapolé (harmonie),Gammes / modes extrapolés,#3e66ac,"QUI
TONM
IDÉ
OMN",—
1417,7,101010110101,213-1,Kalyan,mode traditionnel Inde (raga),Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN",—
1418,7,101011010101,213-2,Cluster pandiatonique,accord extrapolé (harmonie),Accords extrapolés,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1419,7,101011010101,213-2,"7M(9,11,13) • ionien",chiffrage harmonique modal majeur,Accords modaux majeurs,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1420,7,101011010101,213-2,Ionien,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1421,7,101011010101,213-2,Majeur,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1422,7,101011010101,213-2,Alba-Clavi,mode extrapolé (touches blanches),Gammes / modes extrapolés,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1423,7,101011010101,213-2,Ajam,mode traditionnel Arabie,Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1424,7,101011010101,213-2,Bilaval,mode traditionnel Inde (raga),Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1425,7,101011010110,213-3,"7(9,11,13) • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1426,7,101011010110,213-3,Mixolydien,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1427,7,101011010110,213-3,Kambodji,mode traditionnel Cambodge,Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1428,7,101011010110,213-3,Khamaj,mode traditionnel Inde (raga),Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1429,7,101011010110,213-3,Bayôte-Zend,mode traditionnel Iran,Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1430,7,101011010110,213-3,Quang,mode traditionnel Vietnam,Gammes / modes traditionnels,#3e66ac,"QUI
TONM
IDÉ
OMN
ATR",—
1431,7,101101010110,213-4,"m7(9,11,13) • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1432,7,101101010110,213-4,Dorien,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1433,7,101101010110,213-4,Kafi,mode traditionnel Inde (raga),Gammes / modes traditionnels,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1434,7,101101010110,213-4,Banshikisho,mode traditionnel Japon,Gammes / modes traditionnels,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1435,7,101101010110,213-4,Hyojo,mode traditionnel Japon,Gammes / modes traditionnels,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1436,7,101101010110,213-4,Oshikisho,mode traditionnel Japon,Gammes / modes traditionnels,#3e66ac,"QUI
TONm
PAL
IDÉ
OMN
ATR",—
1437,7,101101011010,213-5,"m7(9,11,13b) • aeolien",chiffrage harmonique modal mineur,Accords modaux mineurs,#3e66ac,"QUI
TONm
IDÉ
OMN
ATR",—
1438,7,101101011010,213-5,Aeolien,mode classique occidental,Gammes / modes classiques,#3e66ac,"QUI
TONm
IDÉ
OMN
ATR",—
